축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2019 중학생 책가방 영상제(예정),부산시청자미디어센터,2019-12-01,2019-12-31,부산지역 중학생 대상 미디어교육 참여학교 수료작 및 청소년기자단 영상 상영 및 공연,시청자미디어재단 부산시청자미디어센터,시청자미디어재단 부산시청자미디어센터,,051-749-9522,http://kcmf.or.kr/comc/busan/,,부산광역시 해운대구 센텀중앙로 42,,35.17259614,129.130314,2019-11-04,B553505,시청자미디어재단
제24회 부산국제영화제 커뮤니티 비프,부산 중구 및 해운대구 일대,2019-10-04,2019-10-10,동형 방송스튜디오(미디어나눔버스)를 활용한 FM라디오 방송 진행,시청자미디어재단 부산시청자미디어센터,부산국제영화제,,051-749-9522,http://kcmf.or.kr/comc/busan/,,부산광역시 해운대구 센텀중앙로 42,,35.17259614,129.130314,2019-11-04,B553505,시청자미디어재단
2019 마을미디어축제 (예정),부산시청자미디어센터,2019-12-01,2019-12-31,부산·경남·제주지역 마을미디어 활동가 및 강사가 함께하는 교류 행사,시청자미디어재단 부산시청자미디어센터,시청자미디어재단 부산시청자미디어센터,,051-749-9522,http://kcmf.or.kr/comc/busan/,,부산광역시 해운대구 센텀중앙로 42,,35.17259614,129.130314,2019-11-04,B553505,시청자미디어재단
2019 드론 체험 한마당,광주시청자미디어센터 일원,2019-05-02,2019-05-03,"누구나 쉽게 즐길 수 있는 드론을 주제로한 체험, 교육 프로그램을 통해 4차 산업혁명 시대 핵심 산업인 드론 분야의 이해도와 관심 제고",시청자미디어재단 광주시청자미디어센터,시청자미디어재단 광주시청자미디어센터,한국모형항공협회 광주광역시지부,062-650-0333,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
청년농부 미디어 크리에이터 경연대회,광주시청자미디어센터,2019-06-27,2019-06-27,농업인 미디어 향유권 확대 및 농식품 라이브 방송 활성화를 위해 농업 주제의 라이브 방송 생중계 경연,시청자미디어재단 광주시청자미디어센터,전라남도농업기술원,,062-650-0336,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
2019 청소년미디어캠프,영광 홍농중학교,2019-07-25,2019-07-26,"군소지역 청소년의 미디어 역량 강화와 창의력 향상, 방송 참여 지원을 위한 미디어교육 프로그램 운영(미디어 역량강화 교육, 영상 제작 활동, 뉴미디어체험 등)",시청자미디어재단 광주시청자미디어센터,영광 홍농중학교,,062-650-0324,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
섬마을미디어페스티벌 ''''미디어로 어깨동무 시즌7'''',"전남 완도 보길도, 노화도 일원",2019-08-27,2019-08-28,"낙도지역 시청자의 미디어 향유권 향상을 위한 프로그램 운영 (청소년 미디어캠프, 찾아가는 미디어 나눔버스, 마을 주민을 위한 미디어교육 등)",시청자미디어재단 광주시청자미디어센터,시청자미디어재단 광주시청자미디어센터,,062-650-0324,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
호남지역 미디어센터 네트워크 워크숍-전국 마을공동체 미디어 활성화를 위한 전국 현황과 전망 모색,전주 중부비전센터,2019-09-03,2019-09-03,호남 지역 미디어센터가 공동으로 진행하는 워크숍 개최로 지역 미디어 분야 현안 공유 및 협력 확대 도모,시청자미디어재단 광주시청자미디어센터,호남지역 미디어센터 네트워크 협의회,,062-650-0338,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
2019 전국청소년방송콘텐츠경연대회,김대중컨벤션센터 (광주에이스페어 야외무대),2019-09-28,2019-09-28,"청소년 실시간 무대, 방송 경연으로 우수 콘텐츠 발굴 및 미디어 인재 육성 기여","시청자미디어재단 광주시청자미디어센터, 김대중컨벤션센터, 광주광역시교육청","문화체육관광부, 광주광역시",,062-650-0336,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
동네방네 마을미디어 공개방송,광주시청자미디어센터,2019-12-04,2019-12-04,마을 미디어 활성화를 목표로 마을미디어교육 지원사업에 참여한 마을 단체가 진행하는 릴레이 유튜브 라이브 공개 방송,시청자미디어재단 광주시청자미디어센터,시청자미디어재단 광주시청자미디어센터,,062-650-0334,https://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
2019 중딩영화제,광주시청자미디어센터 2층 다목적홀,2018-12-19,2018-12-19,"학교미디어교육 우수사례와 우수 제작물 상영을 통한 성과와 정보교류의 장 마련. 전국 중학생 대상 영상·라디오분야 미디어창작물의 공모전 개최로 미디어제작 활성화 도모 및 우수작 발굴(방송통신위원장상, 광주광역시교육감상 등 시상)",시청자미디어재단 광주시청자미디어센터,시청자미디어재단 광주시청자미디어센터,광주광역시교육청,062-650-0332,http://kcmf.or.kr/comc/gwangju/,,광주광역시 서구 회재로 905,,35.12381317,126.8623375,2019-11-04,B553505,시청자미디어재단
2019 강원청소년 영상캠프 미디어람,강원시청자미디어센터,2019-07-31,2019-08-02,강원도내 중고생 60명 대상 2박 3일 영상제작 집중캠프,"시청자미디어재단 강원시청자미디어센터, 강원도교육청","시청자미디어재단 강원시청자미디어센터, 강원도교육청",강원도교육청,033-240-2310,http://kcmf.or.kr/comc/gangwon/,,강원도 춘천시 서면 박사로 882,,37.89497098,127.6925751,2019-11-04,B553505,시청자미디어재단
2019 강원 미디어체험 페스티벌(강원 영상콘텐츠 시상식),강원시청자미디어센터,2019-10-31,2019-10-31,강원도 드론공모전 및 1인 미디어 크리에이터 우수활동가 시상식 및 미디어체험 부스 운영,"시청자미디어재단 강원시청자미디어센터, 강원도","시청자미디어재단 강원시청자미디어센터, 강원도",강원도,033-240-2310,http://kcmf.or.kr/comc/gangwon/,,강원도 춘천시 서면 박사로 882,,37.89497098,127.6925751,2019-11-04,B553505,시청자미디어재단
2019 ''''방방곡곡 마을미디어'''' 마을미디어축제,강원시청자미디어센터,2019-12-14,2019-12-14,마을미디어활동 성과발표회(스트리밍 진행) 및 포럼,"시청자미디어재단 강원시청자미디어센터, 강원도교육청",시청자미디어재단 강원시청자미디어센터,강원도교육청,033-240-2310,http://kcmf.or.kr/comc/gangwon/,,강원도 춘천시 서면 박사로 882,,37.89497098,127.6925751,2019-11-04,B553505,시청자미디어재단
2019 청소년창작영상제,강원도청소년수련원 3층 극장,2019-12-06,2019-12-06,"청소년대상 영상공모전 및 시상식을 개최하여, 청소년들에게 미디어관련 진로탐색 기회 제공",강원도청소년수련원,"시청자미디어재단 강원시청자미디어센터, 강원도교육청, 강원도",강원도교육청,033-240-2310,http://kcmf.or.kr/comc/gangwon/,,강원도 춘천시 서면 박사로 882,,37.89497098,127.6925751,2019-11-04,B553505,시청자미디어재단
2019 강원 시민공동체미디어 포럼,강원시청자미디어센터,2019-11-29,2019-11-29,미디어교육 정보교류 및 제안 등 주제 발표 및 토론 진행,강원시청자미디어센터,시청자미디어재단 강원시청자미디어센터,,033-240-2310,http://kcmf.or.kr/comc/gangwon/,,강원도 춘천시 서면 박사로 882,,37.89497098,127.6925751,2019-11-04,B553505,시청자미디어재단
개관5주년 기념행사 ''''Oh 대시미'''',대전시청자미디어센터,2019-07-16,2019-07-16,대전시청자미디어센터 5년 성과 돌아보고 함께 축하하는 자리 마련,시청자미디어재단 대전시청자미디어센터,시청자미디어재단 대전시청자미디어센터,없음,042-865-3700,http://kcmf.or.kr/comc/daejeon/,,대전광역시 유성구 대덕대로 512번길 20,대전광역시 유성구 도룡동 3-1,36.37835566,127.3805319,2019-11-04,B553505,시청자미디어재단
"대전미디어페스티벌 ''''무엇이든 콘텐츠, 누구나 크리에이터''''",대전시청자미디어센터,2019-08-22,2019-08-24,유튜버의 모든 것을 특강·체험·경연으로 즐기는 중부권 최대의 미디어 축제,시청자미디어재단 대전시청자미디어센터,"방송통신위원회, 대전광역시","대전광역시교육청, 세종특별자치시교육청, 충청남도교육청, 한국콘텐츠진흥원, 대전정보문화산업진흥원, KBS대전, 대전MBC, TJB, CMB대전방송, 코노바",042-865-3700,http://kcmf.or.kr/comc/daejeon/,,대전광역시 유성구 대덕대로 512번길 20,대전광역시 유성구 도룡동 3-1,36.37835566,127.3805319,2019-11-04,B553505,시청자미디어재단
"2019 대전마을미디어 축제 잘 한다, 자란다, 대전마을미디어",대전시청자미디어센터,2019-12-19,2019-12-19,"강연, 전시, 시상을 통해 대전 마을미디어 활동 성과를 공유하고 활동가 및 시민들간의 네트워킹을 강화하는 축제의 장",시청자미디어재단 대전시청자미디어센터,대전광역시,미정,042-865-3700,http://kcmf.or.kr/comc/daejeon/,,대전광역시 유성구 대덕대로 512번길 20,대전광역시 유성구 도룡동 3-1,36.37835566,127.3805319,2019-11-04,B553505,시청자미디어재단
대전세종충남퍼블릭액세스시민영상제(날짜미정),대전시청자미디어센터,2019-12-20,2019-12-22,"지역 퍼블릭액세스 강화를 위한 대전,세종 충청지역의 대표 영상제","대전충남민주언론시민연합, 대전독립영화협회","시청자미디어재단 대전시청자미디어센터, 대전충남언론노조협의회, 대전충남민주언론시민연합, 대전독립영화협회",,042-865-3700,http://kcmf.or.kr/comc/daejeon/,,대전광역시 유성구 대덕대로 512번길 20,대전광역시 유성구 도룡동 3-1,36.37835566,127.3805319,2019-11-04,B553505,시청자미디어재단
대시미인의 밤,대전시청자미디어센터,2019-12-07,2019-12-07,한해 고생한 대시미인들을 칭찬하고 위로하는 시민 행복소통 송년회,시청자미디어재단 대전시청자미디어센터,시청자미디어재단 대전시청자미디어센터,없음,042-865-3700,http://kcmf.or.kr/comc/daejeon/,,대전광역시 유성구 대덕대로 512번길 20,대전광역시 유성구 도룡동 3-1,36.37835566,127.3805319,2019-11-04,B553505,시청자미디어재단
2019 시청자의 날(기존),인천시청자미디어센터,2019-12-13,2019-12-14,"드론 영상콘텐츠 공모전 시상식, 시청자제작단 성과 발표회, 미디어교육(학교,마을 등) 활동 사례 공유, 각종 이벤트",인천시청자미디어센터,인천시청자미디어센터,,032-722-7924,http://kcmf.or.kr/comc/incheon,,인천광역시 연수구 인천타워대로54번길 19,,37.37977992,126.6465733,2019-11-04,B553505,시청자미디어재단
연수미디어페스티벌(예정),인천시청자미디어센터,2019-12-13,2019-12-14,"연수주민마을방송 성과 발표회, 연수스토리 사연 공유, 청소년 독립영화 경진대회, 미디어체험 등","인천광역시 연수구청, 인천시청자미디어센터","인천광역시 연수구청, 인천시청자미디어센터",,032-722-7924,http://kcmf.or.kr/comc/incheon,,인천광역시 연수구 인천타워대로54번길 19,,37.37977992,126.6465733,2019-11-04,B553505,시청자미디어재단
2019 서울인라디오,홍대 걷고싶은 거리,2019-09-26,2019-09-28,서울 시민의 방송참여 기회 확대 및 마을미디어·공동체라디오 활성화 도모,"시청자미디어재단 서울시청자미디어센터, TBS교통방송, 공동체라디오 관악 FM, 마포 FM, 서울마을미디어네트워크, 동북마을미디어네트워크","시청자미디어재단 서울시청자미디어센터, TBS교통방송, 공동체라디오 관악 FM, 마포 FM, 서울마을미디어네트워크, 동북마을미디어네트워크",,02-922-9974,http://kcmf.or.kr/comc/seoul/,,서울특별시 성북구 보문로 171,,37.58930848,127.0158379,2019-11-04,B553505,시청자미디어재단
2019 서울센터 네트워크파티 ''가가호호'',미정,2019-12-04,2019-12-05,한해 사업을 결산하고 평가하여 내년도 사업의 방향과 토대를 마련. 센터 이요자와 관계자 등과 감사를 표하고 네트워킹의 장 제공,시청자미디어재단 서울시청자미디어센터,시청자미디어재단 서울시청자미디어센터,,052-960-7024,http://kcmf.or.kr/comc/ulsan/,,서울특별시 성북구 보문로 171,,37.58930848,127.0158379,2019-11-04,B553505,시청자미디어재단
2019 울대경 청소년미디어캠프 ''''함성소리'''',대구 가산산성,2019-08-01,2019-08-03,"울산, 대구, 경북 지역에서 미디어 관련 활동 중인 청소년의 교류의 장 마련, 청소년의 미디어 역량 강화 및 진로 탐색 기회 제공","울산시청자미디어센터, 대구MBC시청자미디어센터, 대구영상미디어센터","울산시청자미디어센터, 대구MBC시청자미디어센터, 대구영상미디어센터",미정,052-960-7035,http://kcmf.or.kr/comc/ulsan/,,울산광역시 북구 명촌10길 78,울산광역시 북구 명촌동 666-2,35.55590994,129.3598694,2019-11-04,B553505,시청자미디어재단
2019 자유학기제 맞춤형미디어교육 수륜 온 더 미디어캠프,경북 수륜중학교,2019-08-07,2019-08-09,"도서지역 청소년들의 방학 내 집중 미디어교육 및 미디어 역량 강화, 미디어 접근성 확대를 위한 맞춤형 미디어 캠프",시청자미디어재단 울산시청자미디어센터,시청자미디어재단 울산시청자미디어센터,미정,052-960-7023,http://kcmf.or.kr/comc/ulsan/,,울산광역시 북구 명촌10길 78,울산광역시 북구 명촌동 666-2,35.55590994,129.3598694,2019-11-04,B553505,시청자미디어재단
